County,Fair,Year,Event,Location,Source,Page,Notes
kennebec,gardiner,1868.0,kennebec union ag. & hort. soc. fair,,gardiner home journal,1,premiums
kennebec,gardiner,1869.0,kennebec union ag. & hort. soc. fair,gardiner,gardiner home journal,2,premiums
kennebec,gardiner,1869.0,kennebec union ag. & hort. soc. fair,gardiner,gardiner home journal,2,des. & pre.
kennebec,gardiner,1869.0,kennebec union ag. & hort. soc. fair,gardiner,kennebec reporter,2,premiums
kennebec,gardiner,1878.0,gardiner farmers club,gardiner,kennebec reporter,2,premiums
kennebec,gardiner,1879.0,gardiner farmers club,gardiner,kennebec reporter,2,premiums
kennebec,gardiner,1915.0,gardiner grange fair,gardiner,daily kennebec journal,5,description
kennebec,gardiner,1911.0,gardiner grange fair,gardiner,daily kennebec journal,3,premiums
kennebec,gardiner,1857.0,south kennebec cattle show & fair,gardiner,northern home journal,1,des. & pre.
kennebec,gardiner,1880.0,kennebec union ag. & hort. soc. fair,gardiner,kennebec reporter,2,premiums
kennebec,gardiner,1875.0,kennebec union ag. & hort. soc. fair,gardiner,kennebec reporter,2,description
kennebec,litchfield,1861.0,litchfield fair,litchfield,gardiner home journal,2,description
kennebec,litchfield,1869.0,litchfield fair,litchfield,lewiston evening journal,2,description
kennebec,litchfield,1870.0,litchfield fair,litchfield,lewiston evening journal,2,description
kennebec,litchfield,1871.0,litchfield fair,litchfield,lewiston evening journal,1,premiums
kennebec,litchfield,1872.0,litchfield fair,litchfield,lewiston evening journal,1,premiums
kennebec,litchfield,1873.0,litchfield fair,litchfield,lewiston evening journal,1,premiums
kennebec,litchfield,1874.0,litchfield fair,litchfield,lewiston evening journal,2,premiums
kennebec,litchfield,1875.0,litchfield fair,litchfield,lewiston evening journal,2,premiums
kennebec,litchfield,1876.0,litchfield fair,litchfield,lewiston evening journal,4,premiums
kennebec,litchfield,1877.0,litchfield fair,litchfield,lewiston evening journal,4,premiums
kennebec,litchfield,1878.0,litchfield fair,litchfield,daily kennebec journal,3,description
kennebec,litchfield,1881.0,litchfield fair,litchfield,lewiston evening journal,1,premiums
kennebec,litchfield,1883.0,litchfield fair,litchfield,lewiston evening journal,4,premiums
kennebec,litchfield,1884.0,litchfield fair,litchfield,lewiston evening journal,3,premiums
kennebec,litchfield,1886.0,litchfield grange fair,litchfield,daily kennebec journal,3,description
kennebec,litchfield,1887.0,litchfield fair,litchfield,daily kennebec journal,1,premiums
kennebec,litchfield,1888.0,litchfield fair,litchfield,daily kennebec journal,1,premiums
kennebec,litchfield,1889.0,litchfield fair,litchfield,lewiston wednesday journal,6,premiums
kennebec,litchfield,1890.0,litchfield fair,litchfield,lewiston evening journal,2,premiums
kennebec,litchfield,1892.0,litchfield fair,litchfield,daily kennebec journal,1,premiums
kennebec,litchfield,1892.0,litchfield fair,litchfield,lewiston evening journal,3,premiums
kennebec,litchfield,1893.0,litchfield fair,litchfield,lewiston evening journal,6,premiums
kennebec,litchfield,1894.0,litchfield fair,litchfield,daily kennebec journal,1,premiums
kennebec,litchfield,1895.0,litchfield fair,litchfield,lewiston evening journal,6,premiums
kennebec,litchfield,1895.0,litchfield fair,litchfield,daily kennebec journal,1,premiums
kennebec,litchfield,1896.0,litchfield fair,litchfield,lewiston evening journal,3,premiums
kennebec,litchfield,1896.0,litchfield fair,litchfield,daily kennebec journal,2,premiums
kennebec,litchfield,1898.0,litchfield fair,litchfield,lewiston evening journal,2,premiums
kennebec,litchfield,1902.0,litchfield fair,litchfield,lewiston evening journal,2,description
kennebec,litchfield,1911.0,litchfield fair,litchfield,daily kennebec journal,5,premiums
kennebec,litchfield,1913.0,litchfield fair,litchfield,lewiston evening journal,5,premiums
kennebec,litchfield,1914.0,litchfield fair,litchfield,lewiston evening journal,5,premiums
kennebec,litchfield,1915.0,litchfield fair,litchfield,daily kennebec journal,10,premiums
kennebec,litchfield,1916.0,litchfield fair,litchfield,daily kennebec journal,3,premiums
kennebec,litchfield,1917.0,litchfield fair,litchfield,daily kennebec journal,9,premiums
kennebec,litchfield,1918.0,litchfield grange fair,litchfield,daily kennebec journal,3,premiums
kennebec,litchfield,1937.0,litchfield fair,litchfield,daily kennebec journal,9,premiums
kennebec,litchfield,1939.0,litchfield fair,litchfield,daily kennebec journal,4,premiums
kennebec,litchfield,1941.0,litchfield fair,litchfield,daily kennebec journal,12,premiums
kennebec,litchfield,1912.0,litchfield fair,litchfield,daily kennebec journal,5,premiums
kennebec,litchfield,1918.0,litchfield fair,litchfield,daily kennebec journal,8,premiums
kennebec,litchfield,1919.0,litchfield fair,litchfield,lewiston evening journal,2,premiums
kennebec,litchfield,1878.0,litchfield fair,litchfield,kennebec reporter,2,premiums
kennebec,litchfield,1926.0,litchfield fair,litchfield,daily kennebec journal,8,premiums
kennebec,litchfield,1924.0,litchfield fair,litchfield,daily kennebec journal,10,premiums
kennebec,litchfield,1923.0,litchfield fair,litchfield,daily kennebec journal,2,premiums
kennebec,pittston,1860.0,pittson fair,pittston,gardiner home journal,2,premiums
kennebec,pittston,1882.0,pittson fair,pittston,kennebec reporter,2,premiums
kennebec,pittston,1883.0,pittson fair,pittston,gardiner home journal,2,premiums
kennebec,pittston,1884.0,pittson fair,pittston,gardiner home journal,3,premiums
kennebec,pittston,1885.0,pittson fair,pittston,gardiner home journal,2,premiums
kennebec,pittston,1886.0,pittson fair,pittston,gardiner home journal,2,premiums
kennebec,pittston,1888.0,pittson fair,pittston,daily kennebec journal,1,description
kennebec,pittston,1888.0,pittson fair,pittston,lewiston saturday journal,8,des. & pre.
kennebec,pittston,1893.0,pittson fair,pittston,lewiston evening journal,2,premiums
kennebec,pittston,1897.0,pittson fair,pittston,daily kennebec journal,1,premiums
kennebec,pittston,1898.0,pittson fair,pittston,daily kennebec journal,3,premiums
kennebec,pittston,1900.0,pittson fair,pittston,daily kennebec journal,8,premiums
kennebec,pittston,1884.0,pittson fair,pittston,maine farmer,2,premiums
kennebec,pittston,1886.0,pittson fair,pittston,maine farmer,2,premiums
kennebec,pittston,1900.0,pittson fair,pittston,maine farmer,4,premiums
kennebec,pittston,1886.0,pittson fair,pittston,kennebec reporter,2,premiums
kennebec,pittston,1888.0,pittson fair,pittston,kennebec reporter,6,description
kennebec,pittston,1897.0,pittson fair,pittston,daily reporter journal,3,premiums
kennebec,pittston,1880.0,pittson fair,pittston,kennebec reporter,2,premiums
kennebec,pittston,1885.0,pittson fair,pittston,kennebec reporter,1,premiums
kennebec,windsor,1888.0,south kennebec co. fair,windsor,gardiner home journal,2,premiums
kennebec,windsor,1889.0,south kennebec co. fair,windsor,gardiner home journal,1,premiums
kennebec,windsor,1889.0,south kennebec co. fair,windsor,maine farmer,1,premiums
kennebec,windsor,1890.0,south kennebec co. fair,windsor,daily kennebec journal,1,description
kennebec,windsor,1890.0,south kennebec co. fair,windsor,daily kennebec journal,1,premiums
kennebec,windsor,1890.0,south kennebec co. fair,windsor,gardiner home journal,2,premiums
kennebec,windsor,1891.0,south kennebec co. fair,windsor,daily kennebec journal,1,description
kennebec,windsor,1892.0,south kennebec co. fair,windsor,daily kennebec journal,1,description
kennebec,windsor,1893.0,south kennebec co. fair,windsor,daily kennebec journal,1,description
kennebec,windsor,1893.0,south kennebec co. fair,windsor,daily kennebec journal,1,premiums
kennebec,windsor,1894.0,south kennebec co. fair,windsor,daily kennebec journal,2,premiums
kennebec,windsor,1897.0,south kennebec co. fair,windsor,daily kennebec journal,8,premiums
kennebec,windsor,1900.0,south kennebec co. fair,windsor,daily kennebec journal,3,premiums
kennebec,windsor,1900.0,south kennebec co. fair,windsor,maine farmer,2,premiums
kennebec,windsor,1901.0,south kennebec co. fair,windsor,daily kennebec journal,3,premiums
kennebec,windsor,1903.0,south kennebec co. fair,windsor,daily kennebec journal,2,premiums
kennebec,windsor,1904.0,south kennebec co. fair,windsor,daily kennebec journal,5,premiums
kennebec,windsor,1906.0,south kennebec co. fair,windsor,daily kennebec journal,5,premiums
kennebec,windsor,1907.0,south kennebec co. fair,windsor,daily kennebec journal,12,premiums
kennebec,windsor,1907.0,south kennebec co. fair,windsor,daily kennebec journal,4,description
kennebec,windsor,1908.0,south kennebec co. fair,windsor,daily kennebec journal,2,premiums
kennebec,windsor,1909.0,south kennebec co. fair,windsor,daily kennebec journal,8,premiums
kennebec,windsor,1910.0,south kennebec co. fair,windsor,daily kennebec journal,10,premiums
kennebec,windsor,1912.0,south kennebec co. fair,windsor,daily kennebec journal,9,premiums
kennebec,windsor,1915.0,south kennebec co. fair,windsor,daily kennebec journal,12,premiums
kennebec,windsor,1926.0,south kennebec co. fair,windsor,gardiner journal,4,premiums
kennebec,windsor,1926.0,south kennebec co. fair,windsor,daily kennebec journal,10,premiums
kennebec,readfield,1874.0,kennebec county ag. soc. fair,readfield,lewiston evening journal,2,description
kennebec,readfield,1876.0,kennebec county ag. soc. fair,readfield,lewiston evening journal,4,description
kennebec,readfield,1877.0,kennebec county ag. soc. fair,readfield,lewiston evening journal,2,description
kennebec,readfield,1884.0,kennebec county ag. soc. fair,readfield,daily kennebec journal,3,premiums
kennebec,readfield,1885.0,kennebec county ag. soc. fair,readfield,daily kennebec journal,3,premiums
kennebec,readfield,1885.0,kennebec county ag. soc. fair,readfield,lewiston evening journal,2,description
kennebec,readfield,1886.0,kennebec county ag. soc. fair,readfield,daily kennebec journal,3,premiums
kennebec,readfield,1886.0,kennebec county ag. soc. fair,readfield,maine farmer,2,des. & prem.
kennebec,readfield,1887.0,kennebec county ag. soc. fair,readfield,lewiston evening journal,1,premiums
kennebec,readfield,1887.0,kennebec county ag. soc. fair,readfield,maine farmer,2,premiums
kennebec,readfield,1888.0,kennebec county ag. soc. fair,readfield,lewiston evening journal,3,premiums
kennebec,readfield,1888.0,kennebec county ag. soc. fair,readfield,daily kennebec journal,1,premiums
kennebec,readfield,1889.0,kennebec county ag. soc. fair,readfield,daily kennebec journal,1,premiums
kennebec,readfield,1891.0,kennebec county ag. soc. fair,readfield,lewiston evening journal,4,premiums
kennebec,readfield,1892.0,kennebec county ag. soc. fair,readfield,lewiston evening journal,6,premiums
kennebec,readfield,1892.0,kennebec county ag. soc. fair,readfield,daily kennebec journal,1,premiums
kennebec,readfield,1894.0,kennebec county ag. soc. fair,readfield,daily kennebec journal,5,premiums
kennebec,readfield,1895.0,kennebec county ag. soc. fair,readfield,lewiston evening journal,3,premiums
kennebec,readfield,1895.0,kennebec county ag. soc. fair,readfield,lewiston evening journal,3,description
kennebec,readfield,1897.0,kennebec county ag. soc. fair,readfield,daily kennebec journal,1,premiums
kennebec,readfield,1898.0,kennebec county ag. soc. fair,readfield,daily kennebec journal,3,premiums
kennebec,readfield,1900.0,kennebec county ag. soc. fair,readfield,daily kennebec journal,6,premiums
kennebec,readfield,1902.0,kennebec county ag. soc. fair,readfield,lewiston evening journal,9,premiums
kennebec,readfield,1902.0,kennebec county ag. soc. fair,readfield,daily kennebec journal,3,premiums
kennebec,readfield,1903.0,kennebec county ag. soc. fair,readfield,daily kennebec journal,3,premiums
kennebec,readfield,1905.0,kennebec county ag. soc. fair,readfield,lewiston evening journal,3,premiums
kennebec,readfield,1905.0,kennebec county ag. soc. fair,readfield,daily kennebec journal,2,premiums
kennebec,readfield,1907.0,kennebec county ag. soc. fair,readfield,daily kennebec journal,5,premiums
kennebec,readfield,1909.0,kennebec county ag. soc. fair,readfield,lewiston evening journal,6,premiums
kennebec,readfield,1909.0,kennebec county ag. soc. fair,readfield,daily kennebec journal,"8, 11",premiums
kennebec,readfield,1909.0,kennebec county ag. soc. fair,readfield,daily kennebec journal,8,premiums
kennebec,readfield,1909.0,kennebec county ag. soc. fair,readfield,daily kennebec journal,2022-08-11 00:00:00,premiums
kennebec,readfield,1910.0,kennebec county ag. soc. fair,readfield,daily kennebec journal,8,premiums
kennebec,readfield,1911.0,kennebec county ag. soc. fair,readfield,daily kennebec journal,4,premiums
kennebec,readfield,1917.0,kennebec county ag. soc. fair,readfield,daily kennebec journal,4,premiums
kennebec,readfield,1919.0,kennebec county ag. soc. fair,readfield,daily kennebec journal,5,premiums
kennebec,readfield,1919.0,kennebec county ag. soc. fair,readfield,lewiston evening journal,7,premiums
kennebec,readfield,1920.0,kennebec county ag. soc. fair,readfield,lewiston evening journal,11,premiums
kennebec,readfield,1921.0,kennebec county ag. soc. fair,readfield,daily kennebec journal,8,premiums
kennebec,readfield,1923.0,kennebec county ag. soc. fair,readfield,daily kennebec journal,9,premiums
kennebec,readfield,1924.0,kennebec county ag. soc. fair,readfield,daily kennebec journal,3,premiums
kennebec,readfield,1925.0,kennebec county ag. soc. fair,readfield,daily kennebec journal,10,premiums
kennebec,readfield,1926.0,kennebec county ag. soc. fair,readfield,daily kennebec journal,10,premiums
kennebec,rome,1903.0,rome fair,rome,daily kennebec journal,4,premiums
kennebec,fayette,1920.0,starling grange fair,fayette,daily kennebec journal,12,premiums
kennebec,fayette,1920.0,starling grange fair,fayette,lewiston evening journal,6,premiums
kennebec,west gardiner,1908.0,cobboseecontee grange fair,west gardiner,daily kennebec journal,1,premiums
kennebec,manchester,1891.0,manchester juvenile fair,manchester,lewiston evening journal,2,description
kennebec,wayne,1911.0,wayne grange fair,wayne,daily kennebec journal,7,premiums
kennebec,kennebec pomona,1895.0,kennebec pomona fruit meeting,monmouth,lewiston evening journal,7,description
kennebec,kennebec pomona,1895.0,kennebec pomona fruit meeting,monmouth,daily kennebec journal,3,description
kennebec,kennebec pomona,1897.0,kennebec pomona fruit meeting,west gardiner,daily kennebec journal,7,premiums
kennebec,kennebec pomona,1898.0,kennebec pomona fruit meeting,sidney,lewiston evening journal,9,premiums
kennebec,kennebec pomona,1899.0,kennebec pomona fruit meeting,west gardiner,daily kennebec journal,8,des. & prem.
kennebec,kennebec pomona,1901.0,kennebec pomona fruit meeting,north augusta,daily kennebec journal,3,premiums
kennebec,kennebec pomona,1906.0,kennebec pomona fruit meeting,readfield,lewiston evening journal,5,premiums
kennebec,kennebec pomona,1907.0,kennebec pomona fruit meeting,west gardiner,lewiston evening journal,8,premiums
kennebec,kennebec pomona,1908.0,kennebec pomona fruit meeting,winthrop,daily kennebec journal,2,premiums
kennebec,kennebec pomona,1912.0,kennebec pomona fruit meeting,belgrade,lewiston evening journal,6,premiums
kennebec,kennebec pomona,1912.0,kennebec pomona fruit meeting,belgrade,daily kennebec journal,7,premiums
kennebec,kennebec pomona,1910.0,kennebec pomona fruit meeting,manchester,daily kennebec journal,3,premiums
kennebec,kennebec pomona,1886.0,kennebec pomona quarterly meeting,litchfield,maine farmer,2,description
kennebec,kennebec pomona,1911.0,kennebec pomona fruit meeting,vassalboro,daily kennebec journal,2,description
kennebec,kennebec pomona,1903.0,kennebec pomona fruit meeting,west gardiner,daily kennebec journal,4,premiums
kennebec,chelsea,1903.0,chelsea grange fair,chelsea,daily kennebec journal,10,premiums
kennebec,augusta,1888.0,capitol grange fair,augusta,daily kennebec journal,1,premiums
kennebec,augusta,1889.0,capitol grange fair,augusta,daily kennebec journal,1,premiums
kennebec,augusta,1887.0,capitol grange fair,augusta,daily kennebec journal,3,premiums
kennebec,augusta,1887.0,capitol grange fair,augusta,maine farmer,2,premiums
kennebec,augusta,1889.0,capitol grange fair,augusta,maine farmer,2,premiums
waldo,knox,1895.0,rising sun grange fair,east knox,the republican journal,1,premiums
waldo,waldo co.,1848.0,waldo co. fair,belfast,republican journal,3,premiums
waldo,waldo co.,1849.0,waldo co. fair,belfast,republican journal,3,premiums
waldo,waldo co.,1850.0,waldo co. fair,belfast,republican journal,3,description
waldo,waldo co.,1850.0,waldo co. fair,belfast,republican journal,2,des. & prem.
waldo,waldo co.,1851.0,waldo co. fair,belfast,republican journal,3,description
waldo,waldo co.,1851.0,waldo co. fair,belfast,republican journal,2,premiums
waldo,waldo co.,1852.0,waldo co. fair,belfast,republican journal,1,premiums
waldo,waldo co.,1853.0,waldo co. fair,belfast,republican journal,2,premiums
waldo,waldo co.,1854.0,waldo co. fair,belfast,republican journal,2,description
waldo,waldo co.,1854.0,waldo co. fair,belfast,republican journal,2,premiums
waldo,waldo co.,1856.0,waldo co. fair,belfast,republican journal,3,premiums
waldo,waldo co.,1858.0,waldo co. fair,belfast,republican journal,2,premiums
waldo,waldo co.,1866.0,waldo co. fair,belfast,republican journal,3,premiums
waldo,waldo co.,1847.0,waldo co. fair,belmont,republican journal,2,description
waldo,waldo co.,1886.0,,,,,
waldo,freedom,1898.0,union fair [3 granges],freedom,the republican journal,6,premiums
waldo,freedom,1908.0,church fair,freedom,the republican journal,8,premiums
waldo,prospect,1898.0,prospect and south branch grange fair,prospect,the republican journal,4,premiums
waldo,prospect,1892.0,prospect and south branch grange fair,prospect,lewiston evening journal,7,premiums
waldo,prospect,1881.0,prospect and south branch grange fair,prospect,the republican journal,1,premiums
waldo,prospect,1887.0,prospect and south branch grange fair,prospect,the republican journal,2,premiums
waldo,lincolnville,1901.0,lincolnville town fair,lincolnville,the republican journal,1,premiums
waldo,lincolnville,1902.0,lincolnville town fair,lincolnville,the republican journal,1,premiums
waldo,lincolnville,1903.0,lincolnville town fair,lincolnville,the republican journal,1,premiums
waldo,lincolnville,1904.0,lincolnville town fair,lincolnville,camden herald,1,premiums
waldo,lincolnville,1906.0,lincolnville town fair,lincolnville,the republican journal,6,premiums
waldo,lincolnville,1907.0,lincolnville town fair,lincolnville,the republican journal,7,premiums
waldo,lincolnville,1907.0,lincolnville town fair,lincolnville,camden herald,1,premiums
waldo,lincolnville,1909.0,lincolnville town fair,lincolnville,the republican journal,3,premiums
waldo,lincolnville,1909.0,lincolnville town fair,lincolnville,camden herald,1,premiums
waldo,lincolnville,1910.0,lincolnville town fair,lincolnville,the republican journal,7,premiums
waldo,lincolnville,1910.0,lincolnville town fair,lincolnville,camden herald,8,premiums
waldo,lincolnville,1912.0,lincolnville town fair,lincolnville,camden herald,1,premiums
waldo,lincolnville,1913.0,lincolnville town fair,lincolnville,camden herald,1,premiums
waldo,lincolnville,1914.0,lincolnville town fair,lincolnville,camden herald,2,premiums
waldo,lincolnville,1915.0,lincolnville town fair,lincolnville,camden herald,"1, 8",premiums
waldo,lincolnville,1916.0,lincolnville town fair,lincolnville,camden herald,"1, 4",premiums
waldo,lincolnville,1917.0,lincolnville town fair,lincolnville,the republican journal,3,premiums
waldo,lincolnville,1917.0,lincolnville town fair,lincolnville,camden herald,1,premiums
waldo,lincolnville,1919.0,lincolnville town fair,lincolnville,camden herald,7,premiums
waldo,lincolnville,1920.0,lincolnville town fair,lincolnville,camden herald,7,premiums
waldo,lincolnville,1921.0,lincolnville town fair,lincolnville,camden herald,8,premiums
waldo,lincolnville,1922.0,lincolnville town fair,lincolnville,camden herald,7,premiums
waldo,lincolnville,1923.0,lincolnville town fair,lincolnville,camden herald,7,premiums
waldo,lincolnville,1927.0,lincolnville town fair,lincolnville,camden herald,9,premiums
waldo,lincolnville,1929.0,lincolnville town fair,lincolnville,camden herald,10,premiums
waldo,lincolnville,1930.0,lincolnville town fair,lincolnville,camden herald,9,premiums
waldo,lincolnville,1931.0,lincolnville town fair,lincolnville,camden herald,10,premiums
waldo,lincolnville,1932.0,lincolnville town fair,lincolnville,camden herald,10,premiums
waldo,lincolnville,1933.0,lincolnville town fair,lincolnville,camden herald,7,premiums
waldo,lincolnville,1934.0,lincolnville town fair,lincolnville,camden herald,8,premiums
waldo,lincolnville,1935.0,lincolnville town fair,lincolnville,camden herald,6,premiums
waldo,lincolnville,1936.0,lincolnville town fair,lincolnville,camden herald,6,premiums
waldo,lincolnville,1937.0,lincolnville town fair,lincolnville,camden herald,7,premiums
waldo,jackson,1885.0,jackson town fair,jackson,republican journal,2,premiums
waldo,jackson,1886.0,jackson town fair,jackson,republican journal,2,premiums
waldo,jackson,1888.0,jackson town fair,jackson,republican journal,2,premiums
waldo,jackson,1887.0,jackson town fair,jackson,republican journal,2,premiums
waldo,jackson,1891.0,jackson town fair,jackson,republican journal,2,premiums
waldo,jackson,1893.0,jackson town fair,jackson,republican journal,,premiums
waldo,jackson,1895.0,jackson town fair,jackson,republican journal,1,premiums
waldo,jackson,1896.0,jackson town fair,jackson,republican journal,2,premiums
waldo,jackson,1897.0,jackson town fair,jackson,republican journal,,premiums
waldo,jackson,1883.0,jackson town fair,jackson,republican journal,2,premiums
waldo,belmont,1906.0,belmont fair,belmont,the republican journal,7,premiums
waldo,belmont,1912.0,mystic grange fair,belmont,the republican journal,7,premiums
waldo,brooks,1921.0,brooks fair,brooks,the republican journal,8,premiums
waldo,brooks,1909.0,brooks fair,brooks,the republican journal,1,premiums
waldo,winterport,1908.0,northern light grange fair,winterport,the republican journal,6,premiums
waldo,monroe,1880.0,north waldo and penobscot fair,monroe,republican journal,,premiums
waldo,monroe,1881.0,north waldo and penobscot fair,monroe,republican journal,,premiums
waldo,monroe,1883.0,north waldo and penobscot fair,monroe,republican journal,2,premiums
waldo,monroe,1884.0,north waldo and penobscot fair,monroe,republican journal,,premiums
waldo,monroe,1885.0,north waldo and penobscot fair,monroe,republican journal,,premiums
waldo,monroe,1887.0,north waldo and penobscot fair,monroe,republican journal,,premiums
waldo,monroe,1888.0,north waldo and penobscot fair,monroe,republican journal,,premiums
waldo,monroe,1889.0,north waldo and penobscot fair,monroe,republican journal,,premiums
waldo,monroe,1892.0,north waldo and penobscot fair,monroe,republican journal,,premiums
waldo,monroe,1893.0,north waldo and penobscot fair,monroe,republican journal,,premiums
waldo,monroe,1894.0,north waldo and penobscot fair,monroe,republican journal,,premiums
waldo,monroe,1895.0,north waldo and penobscot fair,monroe,republican journal,,premiums
waldo,monroe,1896.0,north waldo and penobscot fair,monroe,republican journal,,premiums
waldo,monroe,1897.0,north waldo and penobscot fair,monroe,republican journal,,premiums
waldo,monroe,1898.0,north waldo and penobscot fair,monroe,republican journal,4,premiums
waldo,monroe,1899.0,north waldo and penobscot fair,monroe,republican journal,1,premiums
waldo,monroe,1900.0,north waldo and penobscot fair,monroe,republican journal,,premiums
waldo,monroe,1903.0,north waldo and penobscot fair,monroe,republican journal,1,premiums
waldo,monroe,1910.0,north waldo and penobscot fair,monroe,republican journal,,premiums
waldo,monroe,1914.0,north waldo and penobscot fair,monroe,republican journal,,premiums
waldo,monroe,1915.0,north waldo and penobscot fair,monroe,republican journal,,premiums
waldo,monroe,1911.0,north waldo and penobscot fair,monroe,republican journal,3,premiums
waldo,monroe,1888.0,north waldo and penobscot fair,monroe,maine farmer,2,description
waldo,monroe,1891.0,north waldo and penobscot fair,monroe,maine farmer,2,premiums
waldo,monroe,,,,,,
